gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.56,4943.1,No
Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,20.2,832.18,No
Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,62.52,3796.35,No
Male,0,No,Yes,25,Yes,No,No,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,110.33,3017.2,No
Female,1,Yes,No,12,Yes,No,No,No internet service,Yes,No,No,No internet service,No,One year,No,Mailed check,54.04,671.39,No
Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,78.26,1676.0,No
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),50.8,501.42,No
Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.9,1119.83,No
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.0,4311.86,Yes
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Mailed check,40.46,1081.89,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),27.22,1383.11,No
Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.51,347.02,No
Female,0,Yes,Yes,52,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,90.89,4557.77,No
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,78.0,1098.75,No
Male,1,No,Yes,42,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.44,2018.62,No
Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),101.78,1403.04,No
Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,29.71,493.57,No
Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,87.03,4449.02,Yes
Female,1,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Mailed check,80.67,146.36,No
Male,0,Yes,Yes,13,Yes,No phone service,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),109.89,1406.04,No
Female,0,No,No,68,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),72.69,4970.39,No
Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,101.9,4498.87,No
Male,0,No,Yes,50,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),41.53,2188.7,No
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,74.53,882.12,No
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,73.26,937.74,No
Female,0,No,No,9,Yes,No,DSL,No internet service,Yes,No,No,No,No,One year,Yes,Electronic check,49.53,422.09,No
Female,0,Yes,No,59,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,20.51,1303.94,No
Male,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),94.42,3833.55,No
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),59.67,3764.97,No
Female,0,No,No,43,Yes,Yes,No,No internet service,Yes,No,Yes,No,No internet service,One year,No,Electronic check,50.01,2363.52,No
Male,0,Yes,No,23,No,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),39.41,819.61,No
Female,1,No,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,105.17,4406.23,No
Male,1,No,Yes,23,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,53.39,1322.01,No
Male,1,No,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.4,1405.39,Yes
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.35,1186.54,No
Female,0,No,No,63,Yes,No,DSL,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),98.18,6155.31,No
Female,0,Yes,No,51,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.25,3806.75,No
Male,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),116.02,3613.97,No
Male,0,No,No,38,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),115.68,4587.43,No
Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.24,6155.37,Yes
Female,0,No,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.52,5522.55,Yes
Female,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),96.83,1483.89,No
Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),48.85,1964.5,No
Male,1,No,Yes,41,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.54,3238.24,Yes
Female,0,No,Yes,48,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,26.65,1400.57,No
Male,0,No,No,28,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),46.34,1403.14,No
Male,1,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),52.53,2679.2,No
Female,0,No,Yes,1,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),56.12,56.98,No
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,36.1,1657.92,Yes
Female,0,No,No,19,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),28.33,585.75,No
Male,0,No,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,No,Electronic check,77.84,4782.6,No
Female,1,No,Yes,68,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),69.13,4702.92,No
Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,78.45,5631.91,No
Male,0,No,Yes,41,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),32.93,1412.42,No
Female,0,No,No,10,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,114.77,1162.29,No
Male,0,Yes,No,28,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,61.34,1730.96,No
Female,1,No,No,34,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,64.95,2396.57,No
Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),74.7,3087.57,No
Female,0,No,No,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.01,4887.94,No
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,58.49,3119.85,No
Male,0,No,No,3,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,34.32,96.71,No
Male,1,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.31,2457.06,No
Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.06,813.6,Yes
Male,0,Yes,Yes,71,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,64.29,4984.56,Yes
Male,0,No,No,26,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),83.23,2073.94,No
Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,116.54,2020.18,Yes
Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),23.36,1145.93,No
Female,1,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.89,4792.59,Yes
Female,0,Yes,No,31,No,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,113.61,3421.64,No
Male,1,Yes,No,9,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,45.51,441.07,No
Male,0,Yes,No,35,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),31.23,1096.93,No
Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),79.68,4589.94,No
Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),35.22,2178.62,No
Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,107.89,5848.06,No
Female,1,Yes,Yes,48,Yes,Yes,No,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),92.32,4128.84,No
Male,0,No,No,61,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,32.1,2139.09,No
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.74,1863.12,No
Male,0,Yes,Yes,58,No,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22.71,1386.97,Yes
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.52,6959.48,No
Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,40.54,1260.16,No
Female,0,No,No,29,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.18,2659.01,No
Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.63,278.26,No
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),67.24,2748.99,Yes
Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),112.92,6774.25,Yes
Female,0,No,No,28,No,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,27.45,769.37,Yes
Male,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.54,972.66,Yes
Male,0,No,No,41,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),98.26,4056.78,No
Male,1,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),66.34,4025.23,No
Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,85.03,3707.57,No
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.2,6514.91,Yes
Female,0,Yes,No,9,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),98.41,907.22,No
Female,0,Yes,No,45,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,59.54,2633.43,No
Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),63.06,4010.15,No
Male,0,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.11,2220.27,Yes
Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,32.28,104.05,No
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),106.95,5968.2,No
Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),29.35,241.9,No
Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),38.48,2947.19,No
Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),114.48,6714.31,No
Male,0,No,No,61,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.18,3138.82,No
Male,0,No,Yes,58,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,44.42,2785.79,No
Male,1,Yes,No,70,Yes,No,No,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),62.53,3978.93,No
Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.43,1190.15,No
Male,1,Yes,Yes,9,No,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.62,500.27,Yes
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,107.47,5158.84,No
Female,1,No,Yes,17,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),34.94,627.43,No
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),31.79,1629.57,No
Female,1,No,No,44,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,27.74,1106.2,No
Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,49.84,1521.88,Yes
Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.96,1440.12,Yes
Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.13,3534.23,No
Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),119.57,6322.12,No
Female,0,No,No,16,Yes,No,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),106.85,1811.34,No
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,109.5,1235.3,No
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),103.07,882.59,No
Male,1,No,No,21,No,No phone service,No,No,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,47.17,1043.16,No
Female,0,No,No,48,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),42.63,2025.02,No
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,93.21,804.57,No
Female,0,No,No,28,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,79.9,2030.42,No
Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,40.61,429.32,No
Male,0,No,No,52,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),116.73,5505.7,No
Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,62.42,1004.65,No
Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),101.44,379.53,No
Male,1,Yes,No,62,No,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.38,1540.8,Yes
Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Electronic check,23.52,90.48,No
Male,0,No,No,41,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,65.58,2516.02,No
Male,1,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,31.94,1810.04,No
Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.93,3283.79,No
Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.2,4404.18,Yes
Male,0,No,No,9,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,65.41,637.69,No
Female,1,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.95,229.66,Yes
Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),43.83,2809.07,No
Male,1,No,No,48,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,87.9,4386.33,No
Female,0,No,Yes,69,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,21.75,1468.78,No
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),57.23,1488.83,No
Female,0,Yes,No,14,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),27.93,397.46,Yes
Male,0,Yes,Yes,46,No,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),56.74,2364.89,No
Female,0,Yes,No,13,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),58.06,773.98,No
Male,0,No,No,16,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.52,987.97,No
Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.44,2340.63,No
Male,0,No,No,72,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),81.69,6296.13,Yes
Female,0,Yes,No,30,Yes,No,No,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),38.94,1108.63,No
Female,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),43.44,2655.57,No
Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,84.54,5114.54,No
Female,0,No,No,48,No,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,66.62,2919.88,No
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.19,1610.39,Yes
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,98.72,195.7,No
Female,0,No,Yes,14,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Credit card (automatic),113.09,1435.73,No
Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,66.53,1130.26,No
Female,1,No,No,31,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),81.4,2598.81,No
Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),101.53,960.11,No
Female,0,No,Yes,70,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.38,8796.49,No
Female,0,No,Yes,37,Yes,Yes,No,No,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),116.91,4066.37,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,112.28,6808.65,Yes
Male,0,No,No,30,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),101.6,3299.8,No
Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.58,2207.53,No
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,86.96,1574.24,No
Female,0,Yes,No,63,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.34,5863.25,Yes
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,29.19,1507.28,Yes
Male,0,Yes,No,56,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),31.64,1803.14,No
Female,0,No,No,58,No,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,90.54,5085.3,Yes
Male,0,No,No,27,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.69,2493.23,No
Female,1,Yes,Yes,55,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),100.39,5846.76,No
Female,0,No,Yes,19,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),38.46,795.17,No
Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),113.67,2873.17,No
Female,1,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.84,1859.18,No
Female,0,No,No,66,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,33.51,2132.09,No
Female,0,No,No,51,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.43,2509.56,Yes
Female,0,No,No,28,No,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.86,2662.32,No
Male,1,No,Yes,57,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),22.82,1395.65,No
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,No,Mailed check,42.68,2710.57,No
Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),115.56,1885.96,Yes
Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,21.7,360.84,No
Male,1,No,No,47,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),47.83,2272.72,No
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),52.58,3403.97,No
Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),112.39,1444.62,No
Female,1,No,Yes,43,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.12,4074.5,Yes
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,66.01,1886.82,No
Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),51.76,2539.57,Yes
Female,0,Yes,No,3,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,114.44,372.4,No
Male,0,No,Yes,69,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.83,2503.55,No
Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),67.68,4259.26,Yes
Female,0,No,No,66,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.84,4427.56,No
Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),113.52,3107.37,Yes
Male,0,No,No,71,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),95.58,6121.53,No
Female,0,No,No,69,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.34,4723.43,No
Female,1,No,No,47,Yes,No,DSL,No,No,No,No,Yes,No internet service,One year,No,Mailed check,80.71,3573.0,No
Female,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,One year,No,Mailed check,110.75,4749.3,No
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),103.12,3242.22,No
Male,0,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.55,1958.1,No
Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),111.53,1778.57,No
Female,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),58.03,1056.26,No
